,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
3317, , , ,你好啊,你好，有事吗？,没事，就看你在看这篇新闻，就想问问你《利刃破冰》要上映了，你要去 看了吗？,我都还不知道讲的什么故事？,这好像是真实故事改编的，讲的是境外毒枭联合国内不法分子在中国制造的特大毒品案件，中国公安边防部队不惜一切代价坚决打击的故事,都是谁演的啊？,张子健、王雨甜、李静他们演的
3318,哈哈，我对篮球也感兴趣，但是更喜欢足球而已,好吧，那你会不会踢足球啊？,肯定会啊，我度高中的时间就是因为喜欢足球，才成了艺体生，天天踢球,好吧，那你是谁的球迷啊？梅西？C罗？,哈哈，都不是，我是格里兹曼的球迷，你知道他吗？,不知道，不了解,好吧，他以前为马竞效力了5年，不过现在离开了，加入了马萨,为什么啊？难道他就舍得跟他不一起并肩作战的兄弟吗？,他说他是为了学习一种新的足球风格，了解新的足球哲学才离开的,哦，好吧，我车来了，就先走了，拜拜
3319,你说这个啊~我之前看过，你不说我没有发现，你一说，我还真的很类似啊~,肯定的啊，而且这个电影在评分上面已经高达9.2了，这个分数可是很高的哦~,你也不想想，这个很励志，而对于现在的我们来说，这种就是一部很好的教育片，能不让大家去追逐吗？,这个电影本身也有很大价值好吗？一个弃婴的故事，太吸引人了,不过话说，你之前还看过什么电影没有啊？《我和我的祖国》看过吗？,没有看过这个，但是本来想去看的，但是有事儿，没有去看过，倒是去看了《攀登者》也是一部励志的电影,“队长，醒醒”，你去看了这个，我也看过耶~我觉那些人太难了，那种精神也难能可贵啊~,你说起这句话，我现在又想哭了，你知道吗？之前我在电影院，都看哭了,确实，这个是让人心疼他们的一部电影，也是一个励志片，你看了真的会被他们身上那种坚持不懈的精神所吸引的,嗯嗯，确实是这样的，好了，我想去买点吃的，有点饿了
3320,我也是，以前世锦赛的时候有他我等等到凌晨看完才睡。,嗯嗯，总觉得他好优秀，但是赛场上优秀赛场下就不是很顺利了。,那些外国人为什么这么针对他，还不是因为他太厉害了。,是啊，他现在包揽了那么多冠军，以前这些项目冠军都是外国人拿的。,眼红呗，想着怎么把他扯扯下来，还不如想怎么提高自己超过他，这样不是更光彩吗？,没实力呗，要是有能力超越他又何必费这么大的心思来折腾他诬陷他啊。,反正这些人就是心术不正，心胸狭隘，不是什么好人啊。,对啊，现在体坛很多这种事情啊，什么种族歧视啊，各种不负责任栽赃陷害多得很。,嗯嗯，我车来了，不说了哦。, 
3321, , , ,嗨，小姑娘你是不是很爱吃糖呀？,是啊，你要吗？,不要，谢谢。友善提醒你啊！少吃糖不仅对牙齿不好，还容易得糖尿病。,大哥，你可能对糖尿病有点误解啊！不是说糖吃多了就会得糖尿病的。,不是吗？感觉你很清楚的样子啊。,嗯，糖吃多了，会导致营养过剩，营养过剩以后会导致肥胖，肥胖体重超标，是糖尿病发病的一个很重要因素，因为它会导致胰岛素的抵抗以及代谢综合征，是糖尿病的一个重要的发病原因。,我去，你也太清楚了吧，但是和吃糖还是有一定的关系的吧？
3322,我去，你也太清楚了吧，但是和吃糖还是有一定的关系的吧？,嗯算是吧，之前都是老人得的比较多，现在也有小朋友得糖尿病的了，而且还是1型糖尿病！,1型糖尿病是什么？,1型糖尿病就是，必须要靠胰岛素注射了。,我去，你知道的太清楚了，你是医生吗？,不是，只是家里人得了糖尿病很多年了，该吃什么不能吃什么，自己都很清楚，得糖尿病就是亏嘴，这个事情不划算。,嗯嗯，听说过，得了糖尿病以后很多东西都不能吃，水果都要少吃呢。,不止是水果，还有主食也要少吃。糖尿病和肥胖也有关系，所以啊！你也注意一下吧。,我看了个报道，上面说的就是美国大约有三分之一的成年人有糖尿病，但是多数都不知道，但大多是都是胖子。,嗯嗯，很多人都不知道有糖尿病，因为刚开始糖尿病真的是没有什么反应，只是会口渴、多尿、多食、乏力，很不容易被发现。
3323,嗨你好啊！,你好。,我可以坐这里吗？没想到这个时间来人还这么多！,可以啊，最近食堂人都变多了呢，下次得早早来，不然食堂的肉都没了，哈哈哈哈。,是呀~你在看什么啊？足球赛吗？,不算是足球赛，就是采访中超恒大的。,恒大在中国的队伍里也是挺强的了，哪个队伍能让他有压力啊？,上港呀，上港也不弱了，球队曾获中超联赛1次冠军、2次亚军、1次季军；全国运动会冠军3次呢。,你也太清楚了吧？可是上港对恒大的话，还是不行，恒大在中国的足球队里还是很突出的。,你要知道风水轮流转呀。
3324, , ,嗨！你好。,你好。,你最近有关注过关于海洋生物可能濒临灭绝的新闻吗？,没有啊。为什么海洋生物会开始濒临灭绝啊？,客观的来说，地球上的氧气储备是丰富且广泛的，不仅仅是我们生存的陆地上存在大量的氧气，而且海洋中的氧含量同样巨大。,嗯嗯，我们没有氧气就没法呼吸，鱼还了地方就不能生存是差不多的道理吧？,不对哦，并不是！鱼和人也一样，也需要氧气啊！，一旦生物生活的环境出现了氧气流失的情况，后果同样不堪设想。,哦哦，对！忘记了，以前抓鱼经常需要打氧。
3325,你好！,你这是在看什么啊？一脸不可思议的样子啊？,老詹居然还是餐饮大佬啊！还投资了别的？他可真是体育界的“商业传奇”啊！,嗯呢，是啊！当时麦当劳给他一千五百万美金代言费，他都拒绝了~,然后他就投资了这个披萨店吗？,不是，然后他就花了差不多一百万把这家披萨店买了下来！,那肯定是生意红火啊！不然也不会是传奇了~,对呀！他还投资了利物浦呢！,利物浦可是是英格兰足球历史上最成功的俱乐部之一，也是欧洲乃至世界最成功的足球俱乐部之一啊！,对啊~所以说他真的是很会投资呢~不仅球打的好，而且投资准头也是很厉害呢！
3326, , ,嘿！我可以坐这里吗？,可以啊，坐吧~,你这是在看什么啊？NBA吗？,不是，在看CBA，阿联太帅了！不愧是在NBA待过的人！技术和经验都比他们强太多了。,嗯嗯，易建联的技术确实是比其他的中国男篮熟练~而且当初起步于广东队，现在已经现在回到广东队。,嗯嗯，这可能就是不忘初心吧~不过你知道为什么易建联不在NBA续约了吗？,当然了，开始去NBA确实是很厉害，因为状态不稳定导致比赛命中率也在大幅下降，当然在后期时候经常能看到易建联坐冷板凳，一场比赛下来他上场次数微乎其微，久了以后也开始不自信了。,这样啊！
3327, , ,你好。,你好。,你这是在听四月十六吗？,没错，你知道这张专辑？,当然，这不是江建民的首张个人专辑？,没错！真的超级好听。,但是听说本人已经走了。,对的，这么有才华的一人。
3328,嗯嗯，好嘞。接着。,诶，刚才谢谢你帮忙捡球了啊。,没事，客气了，诶，你不踢了嘛？,嗯呢，休息一下。你在看什么呢？,我在看阿比达尔的采访。你要看看嘛？,不用，我看过了，就巴萨的事儿嘛，这个赛季真的踢得烂。,哈哈哈，对啊，是有一点。但是知道梅西会续约这还是挺好的消息啊。,这有啥好高兴的，重点是巴尔韦德还在啊，我总觉得只要是一直在巴萨，巴萨就可能一直这么水。,其实我觉得巴尔韦德也有问题，他带不好队，一带就糊。,是啊，就算梅西在，一个人也带不动啊。
3329, , , ,你好。,你好，这里有人吗？可以和你拼个桌吗？,没有，你请坐吧。,好的谢谢你，今天上午足球课体育馆离食堂有点远，没有想到赶过来那么多人都没有位置了。,嗯，中午确实人很多，我一般都提前过来或者带回去吃。你喜欢足球吗，所以选了足球课。,嗯，挺喜欢的，平时喜欢看看欧洲的联赛。,我平时也挺喜欢看球的，但是国足啦，欧洲联赛了，什么都看，一般不挑。
3330, , ,诶，你好啊。,嗯嗯，你好。,你这有人吗？我想借一下这边的插座，可以吗？,没人，你尽管用，我不介意的。,啊，那谢谢了。,不客气，不过你这电脑屏幕上的图是平原上的夏洛克的海报吗？,嗯，是的，你也关注了这个电影嘛？,对啊，我比较喜欢这种小人物的电影，比较写实也更有共鸣。
3331, , , ,你好。,你好，请问这里有人吗？我可以坐一下等一会朋友吗？,没有人没有人你坐吧。,好的谢谢你，你在看什么书？现在的年轻人都喜欢玩手机，拿着纸质书书出来看书的人可不太多了。,哈哈过誉了，我挺爱看书的，之前一般都随身带着kindle，但今天kindle没电了，就只好拿了书出来。今天看的这本是《福尔摩斯探案集》，本来是准备拿来收藏的，今天拿出来应急看一看。,啊，我也是个侦探迷，这本书改编的《神探夏洛克》我看过好多遍。,哈哈这部英剧我没看过，但我刚看了一个国内的用他的名字来取的名字的电影叫《平原上的夏洛克》。
3332, , , ,你好。,你好，旁边位置有人吗？我可以坐下歇一会儿吗？,没有人，没有人，你请坐吧，我把包拿了。,好的谢谢你。你是在等人吗？,对，我在等我的姐姐带我的小侄女过来，一起去这家母婴店，给孩子买东西。,哈哈，当妈妈真不容易呀。,是呀，特别是看了我姐姐结婚生子之后，我就想将来我一定要做好充足的准备再要孩子，抚养好一个孩子，对孩子负责太难了。
3333,你好，请问星光大厦怎么走？,你好，我正好路过星光大厦，你跟我走吧。,好的，谢谢你啊，这下好了，我这个路痴有救了。,不用客气，我也是路过，顺便的事。,最近有一部电影《唐顿庄园》要上映了，你听说了吗？,没有，最近公司太忙了，除了工作上的事，其它什么也没顾上。,这是根据经典的英国电视剧《唐顿庄园》创作的一部电影，讲这个家族的兴衰发展。,这里的主演有什么强大的明星吗？,有啊，这部电影的女主演是奥斯卡影后玛吉.史密斯，他塑造的伯爵夫人气场强大又毒舌。,玛吉.史密斯是不是就是电影《哈利.波特》里的那个女校长。
3334,你好，你旁边这个座位有人吗？我能坐吗？,你好，没有人，你坐吧。,你用的什么手机，是华为的P30嘛。,是的，上个月发工资的时候买的。,你这看的什么新闻，是哪里发生枪战了吗？,不是，是美国校园又发生枪击案了，死了2名学生。,太恐怖了，怎么美国校园总是发生枪击案，这一年得有好几起。,还不是因为美国持枪合法，太多人手里都有枪了。,就算他持枪合法，那他买枪不得也合法的手续嘛，怎么什么人都能买到。,这次出事的枪不是买的，是枪手父亲自已组装的。
3335,你好，这里没人吧，我能坐吗？,你好，没人，你坐吧。,今天来吃饭的人真多啊，什么情况这是。,嗯，可能是周末吧，来这边玩的人比较多吧。,最近新出了一部科幻电影《星际控索》你听说了吗？,没有，最近工作比较忙，家里的事也比较多，烦死了都。,这是一部不同以往的太空题材电影，真可谓险象环生、紧张刺激，推荐哦。,是吗，他也是一部探索新星球的相关故事吗？,不是的，这是一部讲几个星球之间的太空电梯损坏，主人公在太空中漂流的电影。,哦，这部电影的主演是谁？我看是不是我喜欢的。
3336,嗯，可能是周末吧，来这边玩的人比较多吧。,最近新出了一部科幻电影《星际控索》你听说了吗？,没有，最近工作比较忙，家里的事也比较多，烦死了都。,这是一部不同以往的太空题材电影，真可谓险象环生、紧张刺激，推荐哦。,是吗，他也是一部探索新星球的相关故事吗？,不是的，这是一部讲几个星球之间的太空电梯损坏，主人公在太空中漂流的电影。,哦，这部电影的主演是谁？我看是不是我喜欢的。,这部电影的主演是布拉德-皮特，光看海报他在里面是又帅又酷啊。,是吗，太好了，布拉德-皮特的电影我看过不少呢，最喜欢他演的史密斯夫妇。,我也看过，是他和安吉丽娜-朱莉一起演的，二个人演的都太好了。
3337,有的时候是被我男朋友带着看，基本不主动看。,你好可爱，最近他们队把外援换了，之前的那个不行。,其实之前的那个我看他成绩还算行，但是带不起来广州队。,我觉得不能这样说，最近广州对也很动荡，人员也不稳定。,他们队最近怎么了，是换别的球员了吗？,不是，有个很厉害的球员受伤了，还挺严重的。,篮球运动员最怕这个了，影响的是整个队的成绩。,谁说不是呢，再换人能不能配合好还不知道呢。,希望新换的这个后卫能让广州看见点希望吧。,这个后卫在NBA待过一段时间，身高上挺有优势的。
3338,是个能掌控球局的人，这么厉害。,最后莱纳德不在场上的时候他简直猛地不行，冲着就去了。,莱纳德也很厉害？,这不是当然的吗，他也是高手啊。,嗯嗯，然后呢，之后他还有什么精彩表现吗？,没啦，最后的时候为了防守就把他换下来了。,不过即便是这样，他应该也是全场最炫的崽吧，,那当然了，唉，有人约我打球我先走了，再见。,再见, 
3339, , , , ,你好，这有人嘛？,没有，你就坐这吧，我正愁没人跟我聊天,哈哈那我就坐下了。,不知道你最近有没有看过网易体育的报道。,网易体育？怎么了嘛？不知道你说的具体是哪一个.,丛明晨的那一个，在揭幕战里不是骨折了嘛，然后返回沈阳的报道。
3340,昂，结婚当天本来报的要下雨的呢。,对对，结果一滴雨都没下，真是天意啊。,高以翔走的突然，浙江卫视估计也得摊上官司。,嗯嗯，现在艺人也是不好干的，说是半夜陆的节目，估计以后录综艺不会再录强度很大的了。,就是啊，半夜器官都是要休息的，强度还那么大，这不是找死吗？,可不是吗，反正啊，希望高以翔走的安好。,嗯呐，我得去买菜了，先走了。,好的，回聊。,拜拜。,拜拜。
3341, , , ,你好啊~你这是在玩什么啊？感觉好酷的样子啊！,哈哈哈，朋友做的小火箭，我觉得挺可爱的，就玩了一下子，你也要玩吗？,不用了，谢谢。只是觉得很有意思，就过来看了一下子，正好前两天刷到了一篇报道，也是关于火箭的，哈哈哈~,一定是特别的缘分~哈哈哈哈，什么报道啊？,就是有关于国外发现了可重复使用的火箭，之前都是一次性运载火箭。,什么是运载火箭啊？就是载人的火箭吗？,也差不多啦~你要说不是，可是他载过宇航员。由多级火箭组成的航天运输工具。
3342,哈哈哈，朋友做的小火箭，我觉得挺可爱的，就玩了一下子，你也要玩吗？,不用了，谢谢。只是觉得很有意思，就过来看了一下子，正好前两天刷到了一篇报道，也是关于火箭的，哈哈哈~,一定是特别的缘分~哈哈哈哈，什么报道啊？,就是有关于国外发现了可重复使用的火箭，之前都是一次性运载火箭。,什么是运载火箭啊？就是载人的火箭吗？,也差不多啦~你要说不是，可是他载过宇航员。由多级火箭组成的航天运输工具。,哦哦哦，这样啊~就是之前的咱们中国也发射过的那种嘛~,对对对！就是那种的~，它的用途呢就是把人造地球卫星、载人飞船、空间站、空间探测器等有效载荷送入预定轨道~,哇，你好厉害啊！知道这么多！那重复使用运载火箭的材料都被找到了，那岂不是离人类搬去火星又进了一步吗？、,哈哈哈，比较喜欢关注这方面的东西，所以知道的也就多了。火星不适合人类生存啦，这个你去搜一下就知道啦~
3343, , ,嗨你好。,你好啊。,请问你旁边有人吗？我可以坐在这里吗？,没有，坐吧。,哎你这是在看什么电影呀？,哈利波特啊，你没有看过吗？,啊当然看过了，这么经典的电影怎么会没看过呢，对了我前两天还看过一篇报道。,什么报道呢？
3344,你好啊。,请问你旁边有人吗？我可以坐在这里吗？,没有，坐吧。,哎你这是在看什么电影呀？,哈利波特啊，你没有看过吗？,啊当然看过了，这么经典的电影怎么会没看过呢，对了我前两天还看过一篇报道。,什么报道呢？,一个叫托马斯杜克的人，特别喜欢去一些电视电影拍摄地，去照和当时电影里一样的照片。,哇塞，这很酷啊，那他都拍过哪些电影电视的照片呢？,就像你现在看的哈利波特他就拍过，还有朋友和夏洛克等等。
3345,你好啊。,你好。,你报名排球社团吗？,报，你也是吗？我们一起吧。,是啊，好。你看最近的联赛了吗？,没看，看了新闻。我发现这次的两个队好互相尊重啊。,真的是，我还在想这都得是多好的人啊，都说对方的优点，还要互相学习。,都应该向她们学习，取长补短不说，还跟自己的对手队互相学习，简直了。,你还被说，我都要被她们这种举动感动了，打排球的果然都是善良的人。,我也这么觉得了，还是温暖的人。特别有自知之明，想着今后怎么努力。
3346, , ,嗨！你好啊！,你好！,你在看什么比赛呢？是足球比赛吗？,不是啊！是女排呀！中国女排超级联赛~,哦哦哦，刚刚听到一个叫什么婷的，还以为是中国女篮的队长呢！,哈哈，他俩的名字是很像啊~可能有潜力的人都有个婷字吧~,嗯嗯，可能是呢~但是女排的队长，我真的是爱了！她太帅了！,嗯嗯，是的呀~之前看她的比赛每次都可以很快的进入状态，每次都会尽全力~
3347, , ,你好啊！,你好。,你来报名足球班吗？,不是，我昨天就报名了，你呢？,我今天刚来报名，你看最近的巴甲赛了吗？,看了，真的不是一般的激烈啊，简直给人一惊一乍的感觉。,哈哈，你也是这种感觉啊。我看的时候我都迷惑了，这是要闹哪样。,真的，前面还挺好的，踢得风平浪静，没想的是到了后面各种事情都有。
3348,你好。,请问球场是在这边吗？,是的啊！我带你过去吧？我正好要过去找我朋友呢~,那谢谢你啦~我是要去足球场哈！,嗯嗯，这两个球场离得很近，所以我就没有问，嘿嘿嘿。你最近有关注过巴甲的焦点战役吗？,没有呢，最近都没时间看，好不容易找到时间踢足球了~哪个队伍啊？,弗拉门戈的！,弗拉门戈！必须的啊！必须第一！拉门戈足球俱乐部在巴西十分有名，球迷数量在国内排名第一。,嗯嗯~我也很喜欢呢~而且在国际足协二十世纪著名俱乐部(FIFA Clubs of the 20th Century)排名中，弗拉门戈排第九名。,我真的是太喜欢这个俱乐部了！不是单纯的喜欢它一个球队，而是它的全部~
3349,你好你好！你这也是坐飞机去澳大利亚玩了？,哈哈，对啊对啊，我移民去澳大利亚了，这次回中国看看。,哦哦，对了，我看你们澳大利亚现在招聘几乎都不看学历了，真的假的？,哈哈哈，真的，澳大利亚的公司企业比起学历他们更看重能力。,哇，那能力和学历不是成正比的吗？,不不不，现在很多人有能力但是没有学历，而且他们可以培养你能力。,哇，这也太奇怪了吧。,其实也很正常，现在很多人只会读死书，这可能就是澳大利亚越来越多的公司不看重学历的原因吧。,哦哦，你说的也有道理。,对啊，以后那些没有上过大学的就不用愁了。
3350, , , ,嗨！小姐姐！,你好你好！你也是来打球的吗？,不不不，哈哈，我就是来看球的，你球技不错啊。,谢谢，我就说玩玩，你看看那个CBA的常规赛你就知道了，人家姜维泽才是大佬。,看了看了，那个姜维泽据说还是个00后呢，怎么这么强？,对啊，人家小小年纪，在队伍里就很重要了。,可不是吗，他就是未来的篮球的希望。
3351, ,嗨，你好。,你好啊。,你在玩什么呀，看的挺好玩的。,《暗黑破坏神》啊，你真不知道吗？,我还真不知道，我身边都在玩王者荣耀。,但这个游戏刚出4啊，升级了呢。,嗯，刚才看你打的也挺好玩的。,对啊，好多道具和武器什么的，都很齐全的。,不过我看那个场景好流畅哦。
3352,你知道吗？我有一个同学他进了那个某个网站，然后输了个人信息，然后第二天钱全没了。,这么可怕的吗？弄得我不敢点进去了。,你这个没事，你又没把信息泄露。,那就好，哈哈。,怕就怕在我们捐了款然后那边把钱全走了，你知道吗？,不是要给那个又生病的人吗？,那可不一定，以防万一呢。,那好吧，那还是小心点吧。,嗯，那个车来了，我先走了。,好，拜拜。
3353,对啊，在中国的每一寸土地应该容不下了吧。,不，中国还是很强大的，这么多的科技，还容不下这个。,确实是，相信中国的力量。,据说他们现在的项目升级了耶。,是飞机扩大了一倍吗？,不是不是，是多加了新的工作区域和设施。,哇~~那这样就很方便了呀，,据说现在的项目马上要实施了吗？,我想应该快了吧，毕竟和美国联合，应该不久了。,好期待，我想去体验一把。
3354,是啊，现在咱中国球员可以去国外学习，回来肯定进步不小。,咱国家足球的春天终于要到来了。,现在咱国家的足球缺点确实太多了。,我也想去外国看看，他们都怎么训练的。,哈哈哈，你也想去学学技术吗？,不不，我只是去参观，看看怎么能培养出这么多厉害的球星。,你在咱社团也能学很多的，你足球踢多久了啊？,好几年了，上学的时候就开始踢了。,那咱有时间切磋下。,没问题，我朋友到了，先去踢了。
3355, , ,你好！,你好！,请问这里有人吗？我可以坐在这里吗？,没人没人，可以的。,你也在看这篇新闻啊？我刚看完。,对啊，没想到美团都发展的这么好了。,是啊，现在的人都太忙了都没时间出去，美团就能解决我们的很多问题，听说收入都有200多个亿了。,美团确实是好用，包括平时订酒店，机票都很方便。
3356, , ,你好啊。,你好。,你来打球的吗？,不是，我是陪朋友来的，之前有打过。,这样啊，你最近有看奥兰多魔术队的新闻吗？,有啊，有个球员表现特别好，还被评选了。,我知道，叫武切维奇。是很强的一个球员，实力特别高。,好像他还创造过历史，这种人真的是够厉害的。
3357,西足协啊，就是西班牙足协的简称，哈哈哈。,哈哈，原来是这个啊，我还以为是什么高大上的东西呢。,这个西足协也很牛呀~难道还不入姐妹你的法眼吗？,哈哈哈，没有啦，我其实对足球也不太了解呢。,那你知道这个国家德比是什么吗？,哈哈哈，当然不知道啊，姐妹。求科普。,这个国家德比啊，就是亦称世纪大战的那个比赛。,姐妹你就别卖关子啦，快告诉我吧！,其实就是指的是西班牙两大豪门球队皇家马德里和巴塞罗那之间的比赛啦~,哇，还起个这么高大上的名字呢~长见识了。
3358, , , , ,哎哥你打上车了吗？,没有啊，现在打车的人太多了。,嗯嗯，确实啊，反正也是无聊，咱俩聊聊天吧。,行啊，我最近关注英国学校撞人的事情，你关注了吗？,我也看到了那一篇报道，好像是在英国的一个中学的门口。,我肯报道中说有一个孩子还死了，还有好几个孩子受伤了。
3359, ,你好。,你好。,你在看什么呢？这么生气。,孟晚舟的新闻，你看了吗？,没仔细看，就大体看了看。看个大概就够气的了，竟然无缘无故拘留中国公民。,就是啊，这加和美是啥意思啊，啥事没有就拘留，还是中国人。,这完全侵犯了我国人民的人身安全，简直影响国家之间的关系。,对呀，绝对不允许这么肆意妄为，还是我们外交部厉害啊，之间就回怼。,立即就回复了，侵犯我国公民那绝对是不允许的。
3360, , ,你好啊！,你好！,你也喜欢看篮球比赛吗？,不是啊，我随手看西瓜视频的时候顺手看到一点比赛了。,好巧啊，我也喜欢看西瓜视频，里面一些剪辑非常好看。,你看到什么比赛呢？是中国男篮还是外国男篮？,辽宁男篮主场迎战拥有3外援的同曦男篮对决啊，这场是非常精彩的。,这场比赛那个赢了啊？
3361,我喜欢勇士队呢，那你喜欢勇士队的那个球员呢。,我喜欢伊恩·克拉克，我经常看他的比赛，但他现在不是勇士队的球员了。,嗯嗯，他现在是司职后卫，现效力于新疆男篮队，以落选新秀身份进入NBA。,先后效力于爵士、掘金、勇士和鹈鹕等球队，随勇士队获得NBA总冠军。,最近还有关于他受伤了报道呢，你看了吗？,看了，打球的不受伤那也是不可能的，这都是正常的是，只要平时休息得好，听医生的就会很快上场。,我都不知道他多久离开的勇士队的。,我也不知道，那你还有喜欢的球员吗？,我喜欢詹姆斯，是美国男子篮球运动员，司职小前锋，现效力于洛杉矶湖人队。,他还有一个绰号呢，叫“小皇帝”，被认为是NBA史上最强的小前锋之一。
3362, , ,你好啊。,你好。,你也在关注这个吗？,是的，女孩子嘛，谁会不关注一点这些消息呢。,哈哈，说的也是，你双十一战斗了多少啊。,战斗了3000多，还是比较少的了，这次的黑色星期五，让我朋友帮我战斗了小3万。,哈哈，看来还是黑色星期五更加的吸引你。,黑色星期五很多奢侈品的活动啊，现在不买就要等一年，亏死的。
3363, , ,你好。,你好。,有一篇关于索尼PlayStation 5的报道，你看了吗？,没有，我很少关注索尼的消息，你给我说说呗，或许我后面就感兴趣了呢。,索尼推去主机游戏，还有PSVR2头显。,那索尼PlayStation 5跟Xbox Scarlett 有啥不一样？,都采用 AMD Zen 2处理器和AMD旗下的显卡，两款主机GPU都支持光线追踪技术。,那其他方面呢，肯定还有不同的地方吧。
3364,你一个人来看球赛啊？,没有啊，在等朋友啊。,哦哦，我就是说一般女孩子一个人都不会来看球赛的哈哈。,是啊，我朋友很喜欢篮球非拉着我来。,我朋友也是，你喜欢蓝球吗？,我还好吧，偶尔会看看吧，但是也不是特别喜欢。,我也是，不是很喜欢蓝求但是有很喜欢的球星。,你喜欢谁啊？,姚明啊，哈哈，当年NBA大半都是靠着姚明打进了中国市场的嘛。,确实，以前的话你问知道谁打篮球的明星，一般人都只知道姚明哈哈，现在都是什么詹姆斯啊乔丹啊。
3365,我不知道啊，他怎么骗的哦？,这个金嗓子的创始人之前就说请罗纳尔多吃个饭还给了点钱，罗纳尔多经纪人就去了啊。,这不是很正常嘛，合伙人吃个饭，顺便发个红包。,不是啊，关键是罗纳尔多去的时候就被穿上了金嗓子的球衣而且拿着金嗓子被拍照了。,啊？？？他自己完全不知道吗？,不知道啊，他就这么被骗了哈哈，后面他才反应过来啊。,那后面怎么处理的啊？,不知道啊，应该打官司了吧，不然罗纳尔多这种级别的球员会因为那么点钱给他代言三年嘛，,也是哈，这个创始人也太过分了吧，还骗人。,是啊，我先走了不说了哦。
3366, , ,你好。,哈喽。,哎，你也在关注这个新闻吗？,没有啊，就是无聊随便看看。,我也是，无聊就喜欢随便翻翻新闻。,这个董明珠好像经常上财经新闻啊，我老是看到她。,对啊，格力的董事长啊，还是很厉害的女性企业家做到这个地步的还是少。,确实，女强人，我很崇拜这种女强人哎。
3367,你好。,你好啊。,你也在看这篇文章啊，我刚刚也看了这个。,是嘛，好巧啊。,这部电视剧你看了吗？,没有哦，我最近很少看电视剧。,那你看什么啊？电影？,不是，上班时间都不看剧，没时间，回家就玩会游戏就睡了。,好吧，最近不是有部剧大受好评嘛，《庆余年》。,这个我知道，身边好多人都在看这个，我周末会看看。
3368, , ,你好啊。,HI，你好。,平时你会关注娱乐圈的新闻嘛？,不会主动去关注，但是刷微博看见就会蛮看看。,最近演《余罪》的徐冬冬被曝出手术过程出了些事故啊！,真的假的，我还挺喜欢她的。真的《余罪》里面演的大嫂让我印象深刻。,对啊，我也是看了这部电视剧我才认识这个演员的。,是出了什么事故啊，严重吗？人有没有事情啊。
3369,我也挺喜欢看看电影什么的，但是最近我感觉都没什么好看的。,最近庆余年挺好看的啊，热度特别高，很多人都说好看。,我在看剑王朝感觉看着看着也没有太大的兴趣了。,这个比剑王朝好看，而且全是叫的上名字的演员，剑王朝就靠李现撑着。,但是这部剧好像没有再电视上播，是部网剧嘛？,不清楚，我都是再电脑上看，但是还是演员都超多而且还有特别多老演员。,但是我看了点剧照，感觉有点压抑的感觉，色系都是很暗的感觉。,哈哈哈哈，其实你看了就知道是一部喜剧，颜色暗是因为没怎么用滤镜。,那应该比我看这个剑王朝好看，到现在里面有些人我都分不清。,对啊，而且这里面的群演都非常有辨识度真的好好看。
3370, , ,哈喽。,嗨。,请问旁边有人吗？,没有，请坐吧。,小姐姐你也在看这个新闻啊？,是啊，我最近比较关注这个。,啊，我也是，现在指纹解锁真的在平板上真的不好用。,是啊，我们经常用平板画画，用的都是外部设备，每次用手去解锁也不是很方便。
3371,确实，最近猪肉真的太贵了我已经吃不起了。,谁不是呢，但是前段时间不是说那个人造肉出来了吗，都是蔬菜做的好像。,是都是蔬菜做的啊，而且好像也确实有肉味儿，但是他比真肉还贵。,啊？那为啥搞这个啊，哈哈还不如吃肉呢。,我也是说啊，这么贵，我吃真肉不好吗，猪肉牛肉他不香吗？,哈哈，那可不是嘛，自肉肉涨了价我感觉我隔壁做菜天天都是红烧肉哈哈，好香啊。,对啊对啊，感觉太久没吃肉了都产生幻觉了哈哈。,现在肉一般你们都怎么吃啊，我以前都不吃肥肉，但是我现在就觉得带点肥肉的真的好好吃。,是啊，五花肉巨好吃好吗，拿来红烧放点土豆，真的很绝。,哎，说的我都饿了哈哈，你是住在这周围吗？
3372,Hi，学长,Hi,这么巧放假还能在这遇到你…,对啊…,学长这是要去练球吗？,嗯，和朋友约好了…要不要一起去啊？,还真的想去，可惜今天没有时间呢…,那没事的，下次练球的时候再约你…,好呀，刚好我也喜欢踢球，能和学长一起练球再好不过了…,是吗？以后有的是机会呢…
3373,你看的是昨晚的球赛吗？,对啊，江苏和山东的那一场，真的是太精彩了。,差点打个平手，真的是太险了，本来江苏领先山东10的，最后的三分钟被山东扳回了比分。,这真的是我今年来看的最精彩的一场CBA了。,你之前一直都是看CBA吗？,不是啊，我CBA和NBA都看，但更喜欢看NBA。,我也是更喜欢看NBA，感觉NBA看着技术更好一些。,你喜欢那支球队？,我经常看湖人的比赛，因为有詹姆斯。,詹姆斯的上篮和扣篮很不错，是个全能型球员。
3374, , ,你好啊。,你好。,这个文章你也在看啊，平时喜欢看斯诺克比赛嘛？,没有啊，我就是随便看看的。我对打台球一窍不通。看不来。你呢？,我也看不懂，我以为你喜欢看呢。那你会关注其他运动赛事嘛。,会啊，我喜欢看篮球比赛。我觉得打篮球比较有意思。,巧了啊，你也喜欢打篮球啊。今年的NBA比赛看点很多啊。,确实今年的NBA好看很多，猛龙夺冠之后球队实力均衡了许多！
