,question,answer
28328,네 이 사진처럼 가능한가요?,고객님 이건 고데기예요
28329,네 이 부근으로 알아보시는 건가요?,이 근처랑 옆 동네까지 다 알아보는 중이에요
28331,네 의자에 앉아있어도 될까요?,네 편하게 계세요
28333,네 음료는 차게 해드릴까요?,네 그렇게 해주세요
28335,네 음료는 따로 사 먹어야 하나요?,네 앞에 금액 붙어있어요
28338,네 육백이십삼번 방금 이분전에 갔는데 그 안에 가방을 내리 내리고 내렸어요 놔두고,공이 일칠사 네네
28340,네 위치는 어딘지 알고 계신가요 선생님,네 네 네 위치는 지금 제가 휴대폰 성서 잠깐만요 뭐가 이곡동이라면서 성서는 없대 두 군데라는데 여보세요
28342,네 원하시는 디자인 있으신가요?,네 수납력이 좋았으면 좋겠어요
28345,네 원하는 평수는 30평대를 찾아요,아 마침 좋은 물건이 있네요
28347,네 우선은 선생님 채권 채무자 두 분 다 방문 가능하십니까?,네 네 네
28348,네 우선 한 시간 이용하겠습니다,네 원하는 자리가 앉으세요
28349,네 우선 필요한 서류 말씀을 드릴텐데요 그럼 지금 전화주신 선생님께선 채권자이기 때문에 선생님이 직접 방문하신다는 말씀 맞습니까,예예
28351,네 우선 차 한잔하시겠습니까?,네 녹차로 부탁합니다
28355,네 우선 그럼 차량번호 말씀해 주시겠습니까?,네 전북 칠십육 바의 사공오이
28357,네 우리 양수인분의 뭐 장애인이라든가 특별히 혜택 보는 건 없으시죠.,예예
28358,네 요즘은 찍찍이가 없는 디자인이 잘 나가요,찍찍이가 없으면 더 편하게 신을 수 있겠네요
28365,네 오셔서#전화번호#로 연락 한 통 부탁드릴게요,네 연락드리겠습니다
28367,네 오늘 승차거부 당했는데 이거를 신고할 수 있나 해서요,관할구청 교통과에서 요 택시기사 분 불러 가지고 내용확인을 하구요 사실조사하고 관련법에 따라 처리될 예정입니다.
28368,네 오늘 거기 가면 번호판 교환 가능한가요,아 그러십니까? 예 선생님 방문 차량등록소 저희 만촌동이나 이곡동 중에 가까운 곳으로 오시면 업무가 가능하고요
28369,네 예약 할인 적용되는 거죠?,네 십 퍼센트 할인되셔서 7만 2천 원 계산해 주시면 됩니다
28376,네 영수증도 하나 주세요,네 여기 있습니다
28379,네 영수증과 결제했던 카드 가지고 계시나요?,네 여기 있습니다
28382,네 영수증 주세요,네
28383,네 영수증 주세요,네 비밀번호 하셔야 돼요
28385,네 영수증 좀 주세요,네
28386,네 영수증 좀 주세요,네 여기있습니다
28387,네 영수증 좀 주세요,네 잠시만 기다려주세요
28393,네 연락은 제 번호로 부탁드립니다,네 연락드릴게요
28397,네 여긴 토지거래허가구역인가요?,네 허가 구역입니다
28398,네 여기요 본리 롯데캐슬 정류장인데요 여기요 트럭있잖아요 버스 정류장에 세워져있어요,아 그러세요 아 네 죄송합 네 선생님 저희가 그러시면 말씀하셨던 네 내용 달서구청에 전달을 드려서 그쪽 부근쪽에 단속을 좀 해달라고 말씀을 드리겠습니다
28399,네 여기에 있나요?,네 물론이죠
28401,네 여기서 먹어도 되나요?,네 옆에 정수기 있습니다
28402,네 여기도 체인점이죠,네 체인점입니다
28405,네 여기는 네일도 같이 하나요?,네 같이 하고 있습니다
28407,네 여기 현금영수증도 해주세요,네 번호 적어주세요
28411,네 여기 있습니다. 한번 신어보세요.,확실히 편하네요.
28413,네 여기 음료는 선불인가요?,네 계산하시고 가져가시면 됩니다
28416,네 여기 술도 팔죠?,네 팝니다
28422,네 여기 건물에 주차장 있어요?,네 지하에 있어요
28425,네 여기 #주소#인데 우리 고구마 피자 배달되죠?,네
28430,네 여 차량 등록 하는 데 구비 서류가 뭐 뭐죠.,네 그분은 자동차 매도용 인감증명서 여기는 매수자 전화주신 선생님의 인적 사항 기재하셔서 발급받으셔야 되구요 그리고 인감도장 네 그리고 자동차 등록증 그리고 차량 계기판의 주행거리 확인하셔서 네 확인하셔서 방문하시면 되시고 혹시나 압류가 있으긴 경우시라면 압류 부분 꼭 해지하시고 이전 등록 가능하세요
28432,네 엘지페이로 계산할게요,네 엘지 파이로 결제 도와드리겠습니다
28433,네 에스엠파이브 차량 확인되는데 맞고요,네
28434,네 에스엠 파이브 차량 확인되는데 맞습니까?,맞네 네네
28518,네 어 선생님 혹시 여기가 빌라입니까?,예 예 한일빌라 오백이호
28522,네 어 개인용 차량이신가요,음 앰뷸런스예요
28523,네 양수증은 신분증과 도장 있으면 되고 양도인은 방문하시는 건가요,예 예
28527,네 알겠습니다. 이거 번호 안 바꾸고는 이전 못 하는 거에요,그렇습니다. 이전하시면 반드시 등록번호변경하셔야 됩니다.
28535,네 안녕하세요 버스에서 지갑을 잃어버렸는데,네 네 하나 둘둘 사번이니까요 회사로 먼저 문의를 해보시고 회사로 좀 확인이 잘 안 될 시에는 대구시청 홈페이지나 대구시내 버스노선 홈페이지를 통해 분실물 센터란에 있습니다. 선생님 그 센터 홈페이지를 참조를 부탁을 드리겠습니다.
28543,네 아이스 아메리카노 그란데 사이즈로 한 잔 드릴까요?,네
28544,네 아이랑 얘기해보고 다시 방문할게요,네 명함 드릴게요
28549,네 아니 그 매도용 인감증명서 그거 본인말고 대리인으로 신청해서 뗄 수 없나요,예 그거를 저희 차량등록사업소에서는 잘 몰라서 주민센터에서 가셔가지고 대리인 뗄 적에 필요서류로 뭐 뭐 뭐 필요한지 여쭤봐서 떼야 될 껍니다.
28551,네 아 선생님 근데 이게 그냥 법인명의지 영업용 차량은 아니지요 노란색 번호판 영업용 차량은 아니시죠.,예 예 아닙니다.
28554,네 아 그리고 혹시 인감은 그 본인이 가면은 도장 없어도 가능하죠 그런 거는,예 본인서명은 직접 방문해 주셔야 되고 매도용 인감증명서 같은 경우에는 이제 뭐 다른 대리인이 가셔도 위임장이 있으면 발급이 가능한 걸로 저희가 알고 있습니다.
28556,네 아 그러십니까? 차주 본인이 직접 오십니까?,예 예
28557,네 아 그 차량 저 저 이전할라 카는데 혹시 저 자동차세 미납됐는가 확인할 수 있어예,아 네 확인 너무 감사합니다. 지금 압류 건은 지금 전혀 확인되는 게 없으세요 선생님
28558,네 아 그 차량 이전할라 그러는데요 법인에서 법인으로 이전하는데 뭐뭣이 필요한가,예 법인 자동차 매도용 인감증명서 인감증명서 여기에는 매수자 그러니까는 매수하시는 그 법인은 법인명하고 어 법인번호 그리고 법인주소가 들어가야 되구요 그리고 매수 법인의 정보가 들어가야 됩니다. 법인명하고 법인 번호하고 법인 주소가 들어가야 됩니다. 그리고 법인 인감도장 그리고 사업자등록증 사본 그리고 자동차등록증 이렇게 가지고 오시면 되구요 그리고 양수 법인 쪽에서 필요한 서류는요 법인 인감증명서 법인 인감도장 사업자등록증 사본 그리고 법인 쪽에 책임보험 가입하셔야 되구요 가입하시고 그 법인 쪽에 대리인분 신분증 우선은 이게 기본 서류구요
28560,네 쌤님 조금 전에 저랑 통화하셨던 걸로 확인되는데 혹시 그 이전하는 차량번호 한번 더 확인 가능할까요,네 오십사 고등어 할 때 고의 사삼사이번
28568,네 실례지만 선생님 제가 지금 바로 안내 도와드릴 텐데 다만 저희 신규자동차 같은 경우에는요 그 공동명의로 하실려면은 자동차 이제 그 제작증 상에도 그 공동명의자 두 분 다 남아 있어야 되는데요 나와 있습니까?,예 예 예
28575,네 신어 봐도 되죠,네 잠시만 기다려주세요
28576,네 신상으로 나온 이 원피스가 요즘 선호도가 높은데요,아 예쁘네요 딸도 맘에 들어 할 거 같아요
28578,네 식후 30분에 같이 드시고 세 번 먼저 드셔보세요,네 그렇게 할게요
28580,네 식사 좀 시켜 먹겠습니다,네 편하게 드세요
28581,네 시에 닫아요?,"네, 오늘은 휴일이라 일찍 닫아요"
28586,네 승차권 있으면 10프로 할인되나요?,네 승차권 있으시면 음료 10퍼센트 할인 가능합니다
28587,네 스탬프도 하나 만들어 주세요,네 번호 입력해 주세요
28594,네 수고하십니다. 저 차량 과표 하나만 좀 알려주세요,네 잠시 기다려 주십시오. 네 그랜저 이천십일년식으로 확인되시구요 네 확인해 보겠습니다. 네 이천십일년식 구백육십팔만 칠천원 확인됩니다.
28598,네 수고하십니다. 성서쪽에 차량등록을 할려고 하는데 예 혹시 위치나 주소나 이런 걸 말씀해 줄 수 있어요.,예 주소말씀해 드리겠습니다. 달서구이곡동 일이오이 다시 삼번지입니다.
28600,네 수고하십니다. 과표 확인 좀 해 주세요,네 잠시만 기다려주세요 네 선생님 문의하신 차량은 이천십일년도 차량으로 확인이 되구요 팔백십삼만원으로 조회됩니다.
28603,네 수고하십니다 저 지금 죄송하지만 배달 가능한가요,네 가능하십니다
28608,네 수고하십니다 다른게아니고 상수도 요금 이걸 문자로 받고 있거든예 그런데 개인정보유출 그걸로도 신경쓰이고 이래가지고 이거는 고지서는 안보냈으면 해가꼬,육칠공에 삼일구영번으로 월요일에 오전 아홉시 이후에 전화를 한번 주셔서 고지서 관련하셔서 말씀하시면 아마 그 담당하시는 분이 처리를 해 주실꺼예요
28613,네 손님 혹시 예약하고 오셨나요?,아니요 예약은 안 하고 왔습니다
28616,네 손님 선물하시려고요?,네 엄마한테 선물하려고요
28622,네 성서 삼번을 제가 저희가 탔는데 혹시 지갑 들어온거 같은거 없나요,예 지금 머 제가 보통 저희가 버스에서 습득된 물건이 없는지 그 회사쪽에서 저희 대구시내버스안내 사이트에서 획득을 공지하는데요 지금 우진교통은 아직까지 올 그 업로드된 내용이 없기때문에 우선 회사쪽으로 꼭 한번 문의 부탁드리겠습니다
28626,네 선생님지금 관리번호 보시면은 확인 한번 해 주시겠어요.,관리번호예 관리번호가 일구구사공 일사사삼구구
28628,네 선생님께서는 방문을 하신다는 말씀이시구요,네 그렇죠.
28629,네 선생님께서는 그럼 이전 차주님 되십니까?,예 예
28634,네 선생님 혹시라도 선생님 앞으로 상속이전을 하신 이후에 네 바로 당일날 다른 분한테 이전을 하시는 경우인가요?,네
28635,네 선생님 혹시 차량번호 한번 불러주시겠습니까? 확인해서 말씀드리겠습니다.,네 십팔소에 삼공삼팔
28636,네 선생님 혹시 시청에 방문하실 예정이신가요 ,네 네
28637,네 선생님 혹시 뭐 다자녀나 뭐 이런거 있나요?,예
28638,네 선생님 혹시 단독 명의에서 단독 명의 이전을 하시는 것 맞 맞습니까?,예예
28640,네 선생님 혹시 군필하셨지요 ,네네네
28641,네 선생님 혹시 군필하셨지요 ,네네네
28642,네 선생님 해당 차량번호 말씀 가능하실까요,예 구십육 오에 육오팔팔
28646,네 선생님 테라칸 차량 맞습니까?,예
28647,네 선생님 카렌스 차량 맞으십니까?,네
28648,네 선생님 차주 본인되십니까?,네 네
28657,네 선생님 차명과,예 미니 쿠퍼 컨트리맨
28658,네 선생님 차량이 산타페 맞습니까?,예 예
28662,네 선생님 차량번호 확인부탁드립니다,예 대구 팔십 도에 이사오이이구요
28663,네 선생님 차량번호 알려주시면 바로 확인하겠습니다,예 차량번호가 팔십팔 노래 노에 오오공이번입니다
28664,네 선생님 차량번호 말씀해 주시면 한 번 확인 도와드리겠습니다.,아 예 고맙습니다. 이일 라디오 라에
28670,네 선생님 지금 이 차 그 소렌토 맞습니까?,예
28676,네 선생님 제가 필요한 서류 바로 안내를 도와드리겠습니다. 실례지만 이전하실 차량번호 혹시 확인되겠습니까?,십육 아 대구십 아 십육구에 사오칠공이지 싶은데예
28682,네 선생님 이천십육년식,네 네
28685,네 선생님 우선은 그 번호판 흰색인가요 녹색인가요,흰색 흰색예
28686,네 선생님 우선 차량번호 확인가능하실까요,예
28691,네 선생님 실례지만요 이 차량 일점오톤 이상의 화물차입니까?,예예예
28692,네 선생님 신규 등록 말씀하시는 거죠.,네 그렇습니다. 예 그러면
28694,네 선생님 본인 차량 맞으신가요,네
28695,네 선생님 본인 여권만드시는 거죠. ,예
28696,네 선생님 본인 여권만드시는 거죠. ,예
28697,네 선생님 본소 차량등록사업소 본소로 혹시 방문 가능하십니까?,예 예
28702,네 선생님 말씀하시는 제가 혹여라도 하나 더 여쭙는데 이 차량이 개인 소유 차량 맞으시죠.,네 개인 소유예요
28703,네 선생님 기존 여권이 있는데 유효기간이 만료가 됐다는 말씀이십니까? ,예
28704,네 선생님 기우황님 댁 맞으신가요,예예
28713,네 선생님 그러시면 준비하실 구비 서류 바로 안내 도와 드릴텐데요 정확한 서류 확인을 위해 이전하실 차량 번호 확인되십니까?,예 자동차 그냥 가오이군데 대구 삼공
28715,네 선생님 그러면은 일반적인 서류를 해서 바로 도와드릴 텐데 두 분 다 방문이 가능하신 겁니까?,예
28721,네 선생님 그 번호판 이제 그 어 교체만 하시는 거라서 번호 자체는 변경되지 않고 그대로 사용하시는 거 맞으시죠,예 예
28726,네 선생님 개인간 저당이라고 하셨는데요 방문자는 채권자가 방문하십니까? 채무자께서 방문하시는 겁니까?,둘이 같이 예
28728,네 선물하실 건가요?,네 여자친구한테 선물하려고요
28732,네 서명하면 되나요?,네 그렇습니다
28738,네 샴푸도 해주시고요,네 알겠습니다
28739,네 샴푸도 부탁드릴게요,네 알겠습니다
28752,네 생년월일 앞자리 말씀해 주십시오,네 칠삼공구일오
28755,네 샘님 그 시내 교통 통제되는 거 있잖아요 시내 안쪽으로도 차량 들어 갈 수 없는 건가요,네 샘님 이 점은 지금 저희가 컬러풀 페스티벌로 해서 부분통제되는 구간이 있긴 합니다. 하지만 차량진입이 가능하다고 해도 들어 가시면 아마 이동이 안 되실 겁니다. 혼잡해서 못 나오실 거세요
28758,네 샌드위치는 10분 정도 걸릴 수 있는데 괜찮으신가요?,네 괜찮습니다
28761,네 새로 지은 것도 좋고 리모델링 되어 있는 곳도 좋습니다,네 잠시만 앉아 계세요
28763,네 상속 상속은 일반 그거 등록보다 똑같습니까? 많습니까?,똑같습니다. 선생님 일반 이전 등록과 상속 등록은 상속도 이전비가 매나 상속세라고 생각하시면 되는데 네 확인해 봅니까 일프로에 해당하는 금액은 구만 구천원정도 생각하시면 됩니다.
28765,네 삼천 구백 원이고 영수증 필요하세요?,네 영수증 주세요
28768,네 사진 있으면 한번 보여주세요,네 잠시만요
28773,네 사이즈는 레귤러 사이즈로 하시고 시럽은 필요 없으신가요?,네 레귤러 사이즈로 해주시고 시럽은 빼주세요
28782,네 사업소 사업소가도 그게 되나요,네 차량등록 사업소 방문하시거나 가까운 구청에서도 에 재교부가 가능한데요 실례지만 선생님 차량번호 여쭤보겠습니다
28784,네 뿌리는 거로 주세요,네 알겠습니다
28785,네 빨리 부탁드려요,네 알겠습니다
28791,네 불고기버거는 재료가 뭔데요?,패티는 다 소고기 패티예요
28792,네 분홍으로 하고 포장 부탁드릴게요,네 알겠습니다
28793,네 북구 학정로 칠길 맞습니까?,예
28796,네 보고 오신 디자인이 있으세요?,네 길게 늘어지는 귀걸이 찾고 있어요
28812,네 방문은 그 방문자에 따라 서류가 달라집니다. 방문은 현차적 네,네 본인이 갈 건데요
28817,네 받아주나요?,네 가능합니다
28818,네 반찬은 셀프인가요?,반찬이랑 국물은 셀프예요
28819,네 반찬 조금만 더 주실래요? 젓갈 부추전요,네
28826,네 바로 확인하겠습니다. 올란도 차량으로  확인되는데 맞으세요,네 맞 네네
28830,네 미디엄 사이즈로 보여주세요,네 잠시만 기다려주세요
28832,네 뭐 좀 물어볼게예,예
28834,네 뭐 다른 거는 없습니다. 거 수성구 거 *안에 차량등록사업소 거기지예,네네 만촌동이나 이곡동 두 곳 중에 편하신 곳으로  오셔도 되세요
28842,네 무도 오는 거 아닌가요,네 무는 갑니다
28848,네 몇 호인 가요?,7호네요
28860,네 몇 년식으로 되어 있습니까?,네
28861,네 몇 군데 있긴 한데 보여주실 수 있으세요?,네 그럼요 여기로 오세요
28862,네 몇 군데 볼 수 있나요?,오늘은 4군데 가능하겠네요
28864,네 명함 드릴까요?,네 명함 하나 주세요
28865,네 명절 잘 지내시고요,네 고객님도 새해에도 건강하세요
28866,네 명이시면 주차장에서 좀 떨어진 자리 밖에 없는데 예약 계속 진행하시겠어요?,네 괜찮습니다
28871,네 명의는 개인단독명의로 등록된 자가용 차량이 맞구요 선생님,네
28872,네 명의가 단독명의로,예 예
28873,네 명은 예약할 필요는 없죠?,예
28876,네 명 가려고 하는데 비품이 다 준비가 안 되나요?,"네, 저희는 비품이 이인 기준이에요"
28878,네 메뉴판 잠깐 보여주시겠어요?,아 여기 있네요
28881,네 먹다가 혹시 밖으로 나가고싶으면 테이크아웃잔에 담아주세요?,네 가져오시면 돼요
28883,네 먹고 가려고하는데 먹다가 남으면 테이크아웃 할 수 있나요?,네 테이크아웃 해드릴게요
28884,네 먹고 가는 거랑 가격이 같나요?,네 가격은 같습니다
28889,네 매장에서 드시고 가시나요?,네 매장에서 먹고 갈게요
28890,네 매운 짬뽕은 아주 맵게 해서 주세요,네 더 맵게요
28891,네 맞아요 차량의 법인주소 변경 네,그러면 선생님께 그 법인 명의로 된 차량 각각 다 준비하셔야 되구요 서류는 자동차등록증 네 방문하는 대리인 신분증 만약에 법인 대표님이 가시면은 예 그 분도 신분증 가지고 오시면 됩니다. 그리고 예 법인인감증명서 네 법인인감도장 네 법인등기부등본
28892,네 맞습니다 등록은 대구에서 하시는게 맞으시죠,네네 맞습니다
28893,네 맘에 드는데 같은 디자인으로 다른 색상도 보고 싶어요,아 네 이 상품은 한 종류만 나와서요
28896,네 말씀 감사합니다. 혹시 선생님 그 차주 그 개인 단독명의에서 개인 단독명의로 이전하는 거 맞습니까?,예 맞습니다.
28897,네 말씀 감사합니다. 그럼 선생님 해당 차량 그 이번에 명의 받으시는 분의 그 주민등록상 주소가 혹시 대구가 맞습니까?,네 맞아요
28899,네 말리뷰 승용차 맞으신가요,예
28904,네 만드는데 가격이 사만원 오만원 드는건가요,예 제가 안내드릴께요 그 수수료같은 경우에는 요즘 성인은 복수 십년이라고해서 십년짜리 여권이있구요 네 요게 이제 사십팔면짜리가 있습니다 사십 네네 팔면짜리는 오만삼천원이구요 이십사면짜리는 오만원입니다
28907,네 마시는 것도 하나 주세요,네 알약 2개에 이거 드시고 푹 주무세요
28908,네 마스크도 있나요?,네 있습니다
28909,네 루이보스 바닐라도 루이보스랑 바닐라 두 개가 합쳐진거에요?,네 두 개 합쳐진겁니다
28910,네 롯데 포인트 적립 돼요?,네
28912,네 라떼랑 카푸치노 한 잔 맞으세요?,네
28913,네 라떼 톨 사이즈로 드릴까요?,네 맞아요
28916,네 뜨거운 거 맞으시죠?,네 맞아요
28919,네 따로따로 포장 부탁합니다,네 알겠습니다
28922,네 따로 적립카드는 없으신가요?,네 없습니다
28923,네 따로 장애 등급 안 가지고 계시구요,예 없습니다. 예
28924,네 따뜻하게 해주실 수 있나요?,네 따뜻하게 해드리겠습니다
28925,네 따뜻하게 해주시고 여기 라자냐있죠?,네 있습니다
28926,네 등록 그 근처 혹시 사진관있는지 아세요 ,네 근처에 저희가 세군데정도 가능하십니다. 선생님
28928,네 드시고 가시는 건가요?,네 먹고 갑니다
28930,네 드시고 가시나요?,네
28931,네 드시고 가시나요?,네 먹고 갈 거예요
28932,네 드시고 가시나요?,네 먹고 갈게요
28933,네 드시고 가시나요?,네 먹고 갈게요
28938,네 드시고 가시 나요?,아니요 가지고 갈 거예요
28941,네 두 개다 주세요,네 포장도 예쁘게 해드릴게요
28942,네 두 개다 같이 보여주세요,네 매도인과 연락해 보겠습니다
28943,네 두 개 함께 가져다주세요,네 감사합니다
28946,네 되도록이면 빨리 가져다주세요,네 알겠습니다
28948,네 더 필요하신 건 없으세요?,네 괜찮아요
28949,네 더 생각하고 계신 조건 있으세요?,네 애완동물 키울 수 있었으면 좋겠어요
28951,네 대신 얼음 두 조각만 넣어주세요,네 4000원입니다
28955,네 단독 명의시구요,예
28960,네 다른 게 아니고요 그 차량이 이제 타고 가다가 사고가 나가지고 // 번호판이 찌그러졌는데요 파손이 좀 됐는데 번호판을 한 개 다시 받을 수 있나요,네 자동차등록증 차주 신분증과 차주도장이 필요하구요 대리인분 오실 때 신분증가지고 오시면 되겠고 차량 가지고 오셔서 훼손된 번호판 반납하고 새 번호판이 발급된다는 점 참고해 주십시오.
28961,네 다 포장해서 주세요,네 알겠습니다
28963,네 다 못 먹을거 같아서 남으면 싸주실 수 있어요?,네
28964,네 뉴아반떼엑스지 차량 맞습니까?,예예예
28965,네 누가 입을 건가요,네 딸이 첫 미팅에 입고 나갈 건데 아이가 좀 바빠서 제가 살려고요
28967,네 네 혹시 집 앞에 남구청이 있는 남구청에서는 여권발급을 서비스를 안 하나요,네 네 혹시 집 앞에 남구청이 있는 남구청에서는 여권발급을 서비스를 안 하나요
28975,네 네 선생님 번호판이 흰색입니까?,네 흰색이죠.
28978,네 네 산타페 차량 말하시죠.,네 네
28979,네 네 바로 확인 되셨구요 제작년도가 이천십사년식 맞으신가요,네
28982,네 네 그랜저 엑스지 맞습니까?,네 맞습니다.
28983,네 네 그 봉인만 분실이 되신 건가요,예
28984,네 네 그 만 그 십팔세 미만 자녀가 세 분 이상 되는 거 맞으세요,예
28985,네 냅킨 좀 주시겠어요?,네 포장하는데 5분 정도 걸리십니다
28988,네 남구청이 빠를까요 대구시청이 빠를까요,아예 선생님 구청이나 시청이나 발급기한은 동일합니다.
28991,네 꼭 하셔야 됩니다. 선생님께서 이제 본인서명사실확인서로 하시지 않고 인감증명서로 하실 예정이십니까?,예 예
28992,네 깨끗하게 해주세요,네 꼼꼼히 해드릴게요
28995,네 기프티콘 되나요?,네 그럼요
28999,네 기다려주셔서 감사합니다. 선생님 혹시 검사 기간이 지났습니까?,예 이게 주소를 오빠 쪽으로 해 나가지고 내가 이걸 못 받아가지고
29003,네 금액은 59000원인데 일시불로 하시나요?,네 일시불로 할게요
29010,네 그린티 라떼는 녹차가루 들어가는 건가요?,네 그린티 라떼에는 녹차 파우더가 들어갑니다
29012,네 그리고 콜라 하나만 추가해주세요,네 알겠습니다
29014,네 그리고 치즈케이크 한 조각 주세요,네 그렇게 준비해드릴게요
29016,네 그리고 차량 번호판은 흰색으로 전국번호로 되어있으시구요,예
29018,네 그리고 짜장면 하나랑 짬뽕 하나 탕수육 중 하나 주문이요,네 주문해 드리겠습니다
29021,네 그리고 저희 집 현관 비번 ****이에요,네 알겠습니다
29027,네 그리고 선생님 차주이름과,예 문희진이구요
29030,네 그리고 겉에 입을 코트도 추천해주세요,네 예쁜 거로 보여드릴게요
29033,네 그렌저 차량이고 제작년도가 이천십삼년식 맞으신가요,예
29036,네 그렇습니까? 그 서류 조회 안내해 드리기 위해서 차량번호여쭤봐도 되겠습니까?,삼실팔 모예 둘둘공사공육
29037,네 그렇다면 두 분 다 이제 단독으로 이전하시는건가요,네
29038,네 그렇군요 선생님 혹시나 차량번호나 이런 부분은 확인하셨습니까?,네 무진교통이구요 대구칠십사 이팔육이 차량입니다.
29039,네 그럼요 혹시 차 가져오셨나요?,네
29040,네 그럼#전화번호#로 연락 주시면 됩니다,네 좋은 물건 나오면 바로 연락드릴게요
29041,네 그럼 휘핑크림 추가해서 주세요,네 녹차라테에 휘핑크림 추가해서 4500원입니다
29042,네 그럼 할인 적용해주세요,네 알겠습니다
29046,네 그럼 포장해주세요,네 감사합니다
29047,네 그럼 택배로 부탁드려요,네 여기 주소 기재해주세요
29048,네 그럼 카카오페이 결제 가능한가요?,네 가능합니다
29050,네 그럼 치즈 돈가스 하나로 바꿔주세요,네
29051,네 그럼 차량 이 차량 지금 뭐 개인 거래가 금액은 따로 없었습니까?,저는 중고 자동차 상사 딜러구요 예 예 예 그럼 이전하게 되면 이전비 정확하게 알아볼려고 제가 전화드린 거거든요
29052,네 그럼 차량 압류건 조회시 차주분 성함 확인되시나요,예예예
29054,네 그럼 주소를 한 번 천천히 말씀 부탁드릴게요,예 대구 달서구 유천동 화성파크리젠시 이단지 백삼동 오백일호
29055,네 그럼 주문할게요 주소는#주소#입니다,네 #주소#호요
29056,네 그럼 주니어 햄버거 2세트와 단품 2개 포장해 주세요,네 잠시 기다려 주세요
29057,네 그럼 좀 덜 맵게 해달라고 해주세요,네
29060,네 그럼 일단 한번 보여주세요,네 같이 가시지요
29061,네 그럼 이따 계산할 때 계좌번호 알려주세요,네 알겠습니다
29063,네 그럼 이거랑 선물용 포장으로 부탁드려요,네 이쪽으로 오셔서 결제 부탁드립니다
29065,네 그럼 월세 집 보러 갈 수 있나요,네 바로 가능합니다
29066,네 그럼 오늘 바로 결제해야 하나요?,네 결제 주시고 다음에 영수증 지참해주세요
29069,네 그럼 아무 자리나 잘 되는 곳으로 옮겨주세요,네 알겠습니다
29073,네 그럼 분평동 쪽으로 알아봐 드리면 될까요?,네 그렇게 해주세요
29074,네 그럼 변경해주시고 음료도 혹시 변경 가능한가요?,네 고객님 에이드는 500원 주스는 1000원 추가하시면 가능합니다
29076,네 그럼 목도 좀 아프신가요,네 기침하면 목도 좀 아프고 머리도 띵해요
29077,네 그럼 먼저 음료수 좀 주세요,네 잠시만 기다리세요
29078,네 그럼 매화 코스로 4인분 준비해 주세요,네 곧 준비해 올리겠습니다
29080,네 그럼 두 개다 주세요,네 알겠습니다
29081,네 그럼 돈가스 하나 주세요,네 메뉴판 치워드릴게요
29082,네 그럼 도착해서 전화 주시면 1층으로 내려가서 받을게요,네 최대한 빨리 배달해드리겠습니다
29083,네 그럼 그레이 색상으로 주세요,네 그럼 새 상품으로 바로 포장해드리겠습니다
29084,네 그럼 그렇게 해서 갖다 주시고 결제는 카드로 할게요,네 단말기 챙겨서 가겠습니다
29085,네 그럼 그렇게 자리 주세요,네 5분만 기다려 주시면 자리 정리하고 안내해드릴게요
29087,네 그럼 그걸로 선물포장해주세요,네 계산 도와드릴게요
29090,네 그럼 개인단독에서 공동으로 변경을 하시는 거고 그럼 방문은 선생님 양도인과 양수인 두분 다 방문이 가능합니까?,둘다 못할 경우에 왜냐하면 차를 매매하거등요 그러니께네 매매할라카는데 둘다 못갈 경우에 양도인은 뭐 필요하고 양수인은 부부간에 공동명의로 한다 말입니다.
29091,네 그럼 같이 해주세요,네 샴푸 먼저 해드릴게요
29092,네 그럼 같이 입어볼게요,네 다녀오세요
29094,네 그럼 3군데 정도 둘러보고 싶어요,네 주변으로 3군데 찾아드릴게요
29095,네 그럼 120분 이용할게요,네 3천 원입니다
29096,네 그런데 커트 비용은 따로죠?,네 커트비 따로긴 한데 그냥 서비스로 해드릴게요
29098,네 그런데 몇 층인가요?,네 딱 좋은 로얄층인데요
29102,네 그러시면 혹시 실례지만 이전하실 차량번호 확인 가능하십니까? 선생님,아 지금 차번호가 육삼수에 육팔삼산가 그렇습니다.
29103,네 그러시면 혹시 두 분이 다 방문이 가능하십니까?,아 예 가능해요
29104,네 그러시면 지금 이제 초록색 번호판이다 말씀이시지요,네네
29105,네 그러시면 선생님 차량번호 말씀해 주시면 저희가 확인하고 서류 안내 도와드리도록 하겠습니다.,예 거 스포티지 승용차 아 거 가만 있어
29107,네 그러시면 선생님 전화주신 분 성함 한번 말씀 부탁드리겠습니다.,예 배규호요 배자 규자 호자요
29110,네 그러시다면은 혹시라도 상속 받으시고 바로 이전을 하실 건가요,네 그러시다면은 혹시라도 상속 받으시고 바로 이전을 하실 건가요
29116,네 그러면은 양수인 두 분 다 방문하시는 거예요 선생님,아 네 한 명만요 그리고 인감증명서하고 저 초본하고 이런 건 다 있어요.
29118,네 그러면은  뭐 영업이요 법인은 아니시구요,네 그건 아니예요
29121,네 그러면 포켓볼이 사구보다 천원 더 비싼 거 아시죠?,네 알고 있어요
29123,네 그러면 차량 등록사업소에 차량 가지고 오실 수 있나요,예 예
29124,네 그러면 지금 팔월달 요금을 확인해 봐드릴까요,네 팔월달요
29126,네 그러면 주문하면 침산동인데 배달은 가능한가요?,네
29129,네 그러면 일 인분씩 열명 먹으면 되는가?,네 그러시면 되죠
29134,네 그러면 선생님 지금 양도인 양수인 두분 다 미방문이라고 하셨는데요,네
