question,answer,label
अरविंद केजरीवाल के भारतीय मुद्रा पर गणेश और लक्ष्मी की फोटो वाले बयान से क्या आप सहमत है?,नही मै khud भारतीय हो कर भी नही चाहता देवताओ ka फोटो पैसे पर हो,No
क्या आप दिन-दहाड़े जनादेश का निर्मम बलात्कार करने वाले मैंडेट रेपिस्ट का मानसिक उपचार करने वाले किसी देशभक्त मनोचिकित्सक को जानते है?,अब टायलेटघोटाले करके पेट नहीं भरातो  शाह की औलाद चोरी करने लगा,No
सामाजिक रिश्ते क्षणभंगुर ही होते हैं। क्या यह सही है?,मुझे एक रिश्ते क्षण भंगुर नहीं होते हैं बशर्ते निभाना वाला चाहिए,No
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,बिल्कुल भी नहीं इसमें जगह जगह दंगे हो सकते हैं। देश के माहौल को ऐसे ही टुच्चेपन नेताओं ने खराब कर रखा है।,No
"ट्रेन की आपसी बहस में एक सख़्स ने कहा ""देश में शासक नही प्रचारक राज कर रहा है"" क्या हम प्रधान सेवक से शासक और प्रचारक के दौर में आ गये?",देश का तो पता नही लेकिन दिल्ली में जरूर चूतियापे की सरकार चल रही है जो अपने आप को सेक्युलर दिखाने के चक्कर मे लोगों को बांट रही है।,No
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,"शर्म करो, शिक्षा का मजाक मत बनाओ अपनी राजनितीक फायदों के लिए",No
"मैं अपने समस्त धार्मिक आचार, व्यवहार और संस्कारों का निर्वहन करते हुए सम्पूर्ण सेल्यूलरिज़्म और भारतीयता की पैरोकार हूँ. क्या आप भी?",आपकी ज्यादा जरूरत पाकिस्तान में है हिन्दुओं के हिन्दुस्तान को बकलोल की जरूरत नहीं है,No
"राम-सीता को काल्पनिक, भगवा को आतंकवाद और रामसेतु के दुश्मन..आज कैलाश मानसरोवर यात्रा कर रहें है और स्वयं को महादेव का भक्त, जनेऊधारी और ब्राह्मण बताते नहीं थक रहें है..क्या यह अच्छे दिन नहीं ?",इनलोगो को कोण बताये ये वही नकली हिन्दू है जिन्होंने प्रभु श्री राम को काल्पनिक बोला था एक सच्चा हिन्दू कभी कांग्रेस को वोट नहीं करेगा,No
क्या हम टैक्स देना बंद कर दे?,यैसे सरकार को टैक्स नहीं देते जमखोरी की सरकार है ।,No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,तु पत्रकार नहीं भाजपा का पालतू कुत्ता है,No
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,का तबादला नही हो सकता । आपसे विन्रम निवेदन है कि अनुबंधित विकलांग कर्मचारी को इस तीन साल की अवधि...,No
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,जी नेहरू जी की अतृप्त कामुक  आत्मा आप में भटक रही है पता चला गया  Sex के अलावा कुछ सूझता ही नहीं ।अरे वो नकारा है कहते समर्थन मिलता,No
सुना है मोदी ने अपने संसदीय क्षेत्र बनारस को क्योटो बना दिया है अब सड़कों पर गाड़ियों की जगह नाव चल रही है क्या यह सच है ?,नाव नहीं कहते भाई मोटर बोट कहते हैं,No
"क्या आप जानते हैं ""ज़ुल्फ़"" किसे कहते हैं?","ये अपनी महकी महकी जुल्फों के पेचों को कम करदो 
इस सॉंग में हैं यही जुल्फ न",No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",क्यों नहीं बहुत ही सही कार्य किया है बाबा जी ने ये नीति आदेश पूरे देश में बहुत ही जल्दी लागू होनी चाहिए। करेन्ट डेट से,No
क्या आप शेर कहते हैं?,कामिल की जो पूछो तो ख़िज़र भी नहीं कामिल। जीना उसे आता है तो मरना नहीं आता।,No
"साथियों, इस निरंकुश, तानाशाह, जन-विरोधी सरकार की कु-नीतियों के ख़िलाफ़ मैं संघर्ष यात्रा शुरू करने जा रहा हूँ - क्या आप साथ हैं ?",भाई साहब जो आप कर रहे हैं वह हमें नहीं दिखाई दे रहा है तो हम क्यों आपके साथ होंगे,No
"देश, धर्म और समाज के लिए लड़ना आसान तो नहीं है, पर कुछ कर्ज़ भी तो है समाज के प्रति जो चुकाने है। क्या आप भी चुकाना चाहेंगे?","कहना तो नहीं चाहिए था लेकिन आज नहीं बोलूंगा तो जिंदगी भर मलाल रहेगा गुरुजी,  गलत जा रहे हैं आप।😦",No
"लाल किले की प्राचीर से पीएम का भाषण आगे की नीति का दस्तावेज होता है और मोदीजी ने बता दिया कि वह जुमलेबाजी ही करेंगे। ढहती अर्थव्यवस्था, बढ़ती बेरोजगारी, डूबते ऑटोमोबाइल सेक्टर और छटनी जैसे गंभीर समस्या पर एक शब्द नहीं फूटे! क्या यह देश की जनता को गुमराह करने जैसा नहीं है?",अबे जा निकल ज्ञान मत दे हूतिये 🤣 🤣,No
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?","जाती नहीं आर्थिक आधार पर आरक्षण होना चाहिए ठीक है फिर भीख देने वाले ब्राह्मण होगें ओर भीख मांगने वाले शुद्र माने जाएगें!
😂😂😂😂",No
"अभी एक ऑटो रिक्शा वाले को खचाखच सवारियाँ भरकर ले जाते देखा तो मैंने कहा, भाई आपको पता नहीं है क्या आप ऑटो रिक्शा में एक ज़्यादा सवारी नहीं बिठा सकते?",अबे चमन अगर auto है या बाइक उन्होंने 2 का इतंजाम किया तो तुम 8 का करो पर करो तो सही यहां बस बकचोदी करनी आती है तुम्हे काम नही,No
क्या आप भी मेरी तरह मानते है कि भक्त जाहिल होते है?,"नहीं,,बिल्कुल नहीं,क्युकी सबलोग तुम्हारी तरह हुतिया नहीं हो सकते",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,दलालों से कभी नहीं बनती और ना कभी बनेगी। नेगेटिव और पॉज़िटिव दोनों देखता हूं।,No
एक सवाल है. आपके घर जो अखबार आता है उसमें अगर हिंदू देवी देवताओं की तस्वीरें आती हैं तो क्या आप अखबार फ्रेम करवाकर रख लेते हैं?,"फ्रेम तो नहीं करते पर चिकन मांस भी नहीं परोसते है,अगर तू हिन्दू धर्म को नहीं मानता है तो तू हिन्दू धर्म को छोड़कर
तू खतना करवा ले।",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"मन बना नहीं अब तक,‌ लेकीन बना‌ लेंगे 🙏",No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",में तो बोलता हु जिसके 2 से ज्यादा बच्चे हो। उसको नेता मत बनाओ। जो खुद को कन्ट्रोल नही कर सका। जनता को क्या हिदायत देगा।,No
"बल्ब का आविष्कार एडिसन ने किया, लेकिन क्या आप जानते हैं कि फीता काटकर इसका उद्घाटन किसने किया?","जिन्हीने एडिशन को बल्ब बनाना सिखाया था , अब वो कोंन थे ये तो सबको पता ही होगा नही पता होगा तो ट्वीट करिएगा मैं बताऊंगा।",No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","दो से ज्यादा बच्चे होने पर नहीं मिलेगी सरकारी नौकरी, कह तो ऐसे रहे हैं जैसे अभी पकड़ पकड़ के नौकरी देते हैं..",No
क्या आप “गुरुकुल” का अर्थ जानते हैं ?,नहीं सर कृपया विस्तार पूर्वक बताएं 🙏,No
जयंत सिन्हा का विरासत पर टैक्स वाले प्रस्ताव पर समर्थन मिलना चाहिए । क्या आप पैतृक संपत्ति पर टैक्स देना चाहेंगे ?,"रवीश बाबू, यदि मैं पैतृक संपत्ति का उपभोग करता हूं, तो उस पर टैक्स देने में मुझे कोई हिचकिचाहट नहीं होनी चाहिए।",No
क्या आप भी मेरी तरह मानते है कि भक्त जाहिल होते है?,तेरी शक्ल से तो लग नही रहा वैसे पर है जरूर तू 😁😁🤣🤣🤣,No
"अभी एक ऑटो रिक्शा वाले को खचाखच सवारियाँ भरकर ले जाते देखा तो मैंने कहा, भाई आपको पता नहीं है क्या आप ऑटो रिक्शा में एक ज़्यादा सवारी नहीं बिठा सकते?",और तू मीडिया कर्मी नहीं दलाल है,No
"लालू प्रसाद जी को बिहार की नहीं बल्कि अपने ""परिवार"" की चिंता रहती है. उनके लिए यादव सिर्फ ""वोट"" भर है. क्या आप इस बात से सहमत हैं ?","क्या कोई यादव नहीं था जिसे उपमुख्यमंत्री बनाया जाय सबसे योग्य लालू को अपने बेटे ही लगा 
आज तक लालू ने यादवों को ठगा ही है",No
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,सर विकलांग की जगह दिव्यांग कहने मात्र से attitued में परिवर्तन नहीं आ सकता जब तक इंसान अपनी सोंच को नहीं बदलेगा...,No
क्या हम टैक्स देना बंद कर दे?,कर दो zzz...ट के बाल कटने से मुर्दे का वजन कम नही होता,No
क्या आप शेर कहते हैं?,"अगर दिल लगाओगे हमसे,
तो रोने नहीं देंगे;
तुम भले छोड़ जाओगे हमें मगर,
हम खुद को किसी का होने नहीं देंगे;
©Ultimate loser",No
क्या आप शेर कहते हैं?,"न तेरा तलबगार हूँ …न तुझसे ख़फ़ा हूँ 
मायूस ए मोहब्बत नहीँ मायूस ए वफ़ा हूँ l 

-सरफ़राज़",No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,किताबे पड़ी होती तो डिग्री नही छुपानी पड़ती,No
रेलवे निजीकरण द्वारा बिक रहा है। फिर खेल चालू होता है आरक्षण खत्म। सरकारी नौकरी खत्म। क्या आप ऐसा होने देंगें?,"कुछ नही होगा सर इस देश की जनता सो चुकी है
उसे इन सभी से कोई लेना देना नही है",No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?",भदोही जनपद में किसी सिनेमा हॉल में लगने नहीं दूंगा इतना तो वादा है,No
क्या आप बता सकते हैं की गौरी लंकेश से पहले इनमें से किस पत्रकार की हत्या के बाद दिल्ली प्रेस क्लब में शोक सभा आयोजित की गई थी..?,भैया लंकेश हो या लंकिनी हमें मत पकाओ।पुलिस हत्यारों को ढूँढ लेगी।🙏,No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,कालुतोष तु किताब दे दे या sirf excel से नहा ले तेरे लिए अच्छे दिन कभी नहीं आयेगा,No
"अमित शाह जी,क्या आप वादा करेंगे की जो लोग 'जय' नहीं बोलेंगे, उनके साथ कोई Political Alliance नहीं होगा और अगर हुआ है, तो क्या आप तोड़ देंगे?",बेटा तु जिस (माता पिता) का बच्चा है और तु उनको (माता पिता) नहीं बोलगा तो उनको कितना बुरा लगेगा। अभी भी समझ जा साले,No
"केंद्रीय मंत्री फग्गन सिंह कुलस्ते ने निजी क्षेत्र आरक्षण के लिए आंदोलन की जरूरत बताई है, क्या आप इससे सहमत हैं ?",मन मे आवे जो करो जनता से तो आपको कोई काम नही,No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",नहीं तो यूथ की कमी हो सकती है आने वाले टाइम में ।,No
क्या आप शेर कहते हैं?,"वो मेरा हबीब था, मगर नसीब में न था
मेरे अपनों...का वो सबसे रक़ीब था",No
क्या आप शेर कहते हैं?,"पका दिए जाते हैं कच्चे आम ही बाज़ार में
आज की नस्ल में बच्चा खुद जवां नही होता",No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","यह राजनीति से प्रेरित है 
इसलिए नही",No
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?",तुम्हारे बाप दादा न हटा पाये तुम भी कोसिस कर लो,No
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,"अबलांग मे उनके अंगो मे बल की कमी है यह भाव तो है,परंतु विकलांग शब्द मे बेबसता है वह नही है",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,इसके अलावा कोई रास्ता भी तो नही है,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,"कतई नहीं बिलकुल नहीं 
अगर आप लोग भी मेरा कमेंट देख रहे हो तो आप भी ना जाएं",No
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,"जिंदगी भर घटिया ही रह जाओगे चाचा
आपसे तो sexual harassment भी नही होता होगा 
वैसे कुलपति आपके पड़ोसी तो नही है",No
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,जिसने ये बताया उसका नाम लिखनेकी हिम्मत मेरेमे नही है. इसीलिये युंही किचड उछल रहा हुं .,No
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,पागल औऱ बेवकूफ लोग सहमत नहीं होंगे,No
"देश, धर्म और समाज के लिए लड़ना आसान तो नहीं है, पर कुछ कर्ज़ भी तो है समाज के प्रति जो चुकाने है। क्या आप भी चुकाना चाहेंगे?",जी आप राजनीति कीजिये । क्योंकि आध्यत्मिक ज्ञान तो आपको है नही ।,No
मुझे किसी ने बताया है कि BHU कुलपति जी Fiji में जब थे तब उन पर sexual harassment का प्रकरण चला था और उन्हें दोषी पाया गया था। क्या यह सच है?,sexual बुढ़ापे के बारे में पूरे देश को किसी से पूछने और बताने की जरूरत नही है। आश्चर्य गंदी सोच तुम्हारी......,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,"त्रेता युग में जा सकते तो देख लेते असली ब्रह्मास्त्र। 
नकली देखने का बिल्कुल मन नहीं।",No
क्या हम टैक्स देना बंद कर दे?,"तलवे चाटने के काम का कोई टैक्स नही है
जूठ मत बोलो",No
क्या हम टैक्स देना बंद कर दे?,इस लाइन में टैक्स शब्द का क्या काम ।ये शब्द तुम्हें सूट नहीं करता।,No
क्या हम कोरोना के मामले छिपा रहे हैं?,जी नही UN का पैसा बंद होगया है न तो कोरोना ठीक हो रहा है।,No
एक सवाल है. आपके घर जो अखबार आता है उसमें अगर हिंदू देवी देवताओं की तस्वीरें आती हैं तो क्या आप अखबार फ्रेम करवाकर रख लेते हैं?,नहीं सर और तो और शादी विवाह के कार्डो को जिस तरह से इधर उधर फेंक दिया जाता है ।। भगवान भला करे सभी का ।।,No
"सुदर्शन का रिपोर्टर CM के प्रेसकॉन्फरेंस में रहेगा तो हम बहिष्कार करेंगे, मेवात के कुछ पत्रकारों का प्रशासन को अल्टिमेटम... क्या यह पत्रकारिता हैं?","सुरेश जी यह वही पत्रकार है जिन्होंने मेवात की सचाई को सामने नहीं आने दिया, आप डटे रहो हम आपके साथ हैं ।",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"लोक डाउन में इतनी बड़ी चीज नहीं है मैडम ,, 
 जितना जाहिल जमाती हैं,, देश को बर्बादी की राह पर ले चलें , ये जाहिल जमाती ,,",No
क्या आप दिन-दहाड़े जनादेश का निर्मम बलात्कार करने वाले मैंडेट रेपिस्ट का मानसिक उपचार करने वाले किसी देशभक्त मनोचिकित्सक को जानते है?,खुद का बेटा कहने मे नही है और बातें करवा लो दुनिया भर की इनसे ।,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,"नहीं जाएंगे
सभी सनातन धर्म प्रेमी re ट्वीट करें
RT please",No
"स्मृति ईरानी, क्या आप कुछ कहेंगी मुस्लिम महिलाओं की नीलामी वाले प्रकरण में?",वे तो यति नृसिंघनन्द को कुछ नही बोल पाई जब उसने भाजपा की महिला नेताओ को वैश्य बोला था।,No
"लालू प्रसाद जी को बिहार की नहीं बल्कि अपने ""परिवार"" की चिंता रहती है. उनके लिए यादव सिर्फ ""वोट"" भर है. क्या आप इस बात से सहमत हैं ?",लालू यादव को कोई कितना बदनाम क़्यो न कर दे । राजनैतिक मै उस से आगे कोई नही है। सब का बाप है।,No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?",सिर्फ इनका फिल्म नहीं बल्कि इन सब मुस्लिमो को ही बहिष्कार करना है वो भी हमेशा के लिए,No
क्या हम टैक्स देना बंद कर दे?,उसको तो कांगररस्सी दलाली कहते हैं न,No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,इससे आप जनमत नही ढूढ सकती क्योंकि ट्यूटर तक मध्य और गरीब नहीं पहुँच पाते,No
"सुदर्शन का रिपोर्टर CM के प्रेसकॉन्फरेंस में रहेगा तो हम बहिष्कार करेंगे, मेवात के कुछ पत्रकारों का प्रशासन को अल्टिमेटम... क्या यह पत्रकारिता हैं?",इससे पता चलता हे के खट्टर चोर हे ।  सुदेर्शन चेनल के साथ नहीं है। बल्कि आपके  लोगो को न बुलाकर सबकी नजरों में   गिर गया है।,No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,अच्छे दिन आप के कभी नही आएंगे आशुतोष जी हिंदुस्तान के देशभक्ति के अच्छे दिन आ चुके हैं इसका जीता जागता सबूत 2019 में मिल जाएगा  100%,No
आरक्षण ने हिन्दू धर्म में जातिवाद को बढ़ावा दिया है क्या आप सहमत है ?,"जो सदियो से आरक्षण खा रहे हो, उनके मुह से ये बात अच्छी नही लगती",No
भाजपा विधायकों के साथ पंजाब में बेहद ग़लत हो रहा है . बड़े केंद्री नेताओ को पंजाब की कमान थामनी चाहिए और यहाँ आ कर माहोल ठीक करना चाहिए . क्या आप सब भाई भी सहमत हो ?,भाजपा के लोग वही जाऐगे जहा सरकार बन सकती है वहा नही जाऐगे जहा समय बरबाद हो रहा हो,No
कल दिल्ली में जम के हुआ जलभराव तो app के नेता कहीं दिखे क्या आप को ?,कल तो सायद विज्ञापन मे भी नजर नहीं आया पदुडीवाल ।,No
क्या आप मानते है कि UP मे पंचायत अध्यक्ष के चुनाव निष्पक्ष हो रहे है ?,"जब किसी विरोध या स्टे लाने का दम नहीं तो हां, 
जो जीता वही सिकंदर",No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,"अगर पाकिस्तान हमला करें तो भारतीय मुस्लिम मुसलमान नही
वैसे निहंग हमला करें तो किसान किसान नही..
पर पत्रकार अगर भड़वागिरी करे तो पत्रकार माना जायेगा क्यों",No
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?",जनता को आरक्षण से भूख नहीं है  जनता के मानसिक जातिवाद से प्रॉब्लम है,No
क्या यह सच है कि मजार दरगाह और पक्का कब्रिस्तान हराम है इसीलिए अरब में एक भी मजार दरगाह और पक्का कब्रिस्तान नहीं है?,इसलिए हिंदुस्तान और पाकिस्तान के मुसलमान अरबों की नजर में सिर्फ काउंटिंग के नंबर हैं। वे लोग इनको घास भी नही डालते।,No
Q- पराठे जा GST क्या हम घी में दे के स्वाहा बोल सकते हैं ?,इतनी वाहियात ट्वीट की तुम्हारे चाहने वालों ने भी नहीं like की 😁🤦‍♂️,No
"क्या आप ""पेट के दाँत"" ठीक करने वाले किसी  डेंटिस्ट को जानते है?",तुम्हे शायद पता नहीं है कि  तुम्हें घर बिठा कर बिहार की जनता का कितना बड़ा भला किया है डेंटिस्ट नितीश कुमार ने 😜😜😜,No
निर्भया के दोषियों को माफ करने की वकील इंदिरा जयसिंह की सलाह को क्या आप सही मानते हैं?,"हैवानो को माफ़ करना हैवानगी को बढ़ावा देना साबित होगा |
निर्भया को और उसके परिवार को और तकलीफ नहीं दी जा सकती |",No
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,केवल शब्द बदलने से लोगो का नजरिया बदल जाएगा; शायद यह इस देश में मुमकिन नहीं। यह बात मुझ जैसा विकलांग ही बेहतर समझ सकता है।,No
दो दिनों से इस बात की कोशिश हो रही है कि नोट बंदी का फ़ैसला मोदी जी का नहीं अधिकारियों का और रिज़र्व बैंक का था ! क्या यह सही है ?,पता नहीं कुछ लोग आज दिन भर में कुछ नहीं उखाड पाए तो शाम होते ही कुत्ते की तरह भोंकना चालू कर दीए।,No
"क्या आप जानते हैं, कि राजा दशरथ जी के पिता श्री का नाम क्या था ?",दिलीप था लेकिन आज की युवा पीढ़ी अपने बाप के बाप का नाम भी नही जानती तो ऐसे प्रश्नों का कोई औचित्य नही,No
"सरकार को ""आरक्षण"" ही खत्म कर देना चाहिए क्या आप सहमत है ?",जाति के आधार पर भेदभाव के मामले कम से कम 10 साल न सुनने में आए तब खत्म कर दीजिए।,No
"हिंदी में ट्वीट करने से फ़ालोअर्ज़ बड़ते नहीं हे , ऐसा सुना हे ! क्या यह सही हे , यहाँ भी अंग्रेज़ी का दबदबा हे ?","यह सच है, पर मुझे इसकी चिंता नही है।",No
क्या आप शेर कहते हैं?,"खुद के बहलाने को
उकेर देते हैं 
कुछ अलफाज़ 
दिल के कैनवास पर 
तस्वीर बनी या शेर 
कुछ मालूम नहीं",No
कोरोना को हराने के लिए मास्क पहनने और सोशल डिस्टेंसिंग मेंटेन करने जैसी ज़िम्मेदारी क्या आप ईमानदारी से निभा रहे हैं?,भाई काम ही ऐसा है जिसमे ये सब सम्भव ही नही,No
क्या आप को भी कभी मन में प्रश्न आता है कि कोई भी पार्टी किसी को पार्टी विरोधी गतिविधियों के लिए इग्ज़ैक्ट छह साल के लिए ही क्यूँ निकालती है?,अब इस गेंद पर छक्का न मारिये,No
क्या आप “गुरुकुल” का अर्थ जानते हैं ?,"जहां आपको आसमानी अज्ञानता नही बल्कि जमीनी हक़ीक़त से आपका पहचान कराया जाएं कि आप जितना माँ धरती के समीप रहोगे आपको सफलता मिलेगा
और भी बहुत कुछ",No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,तू सीधा थाने जा और बोल की मैंने किसानों को ये करते देखा अगर नही देखा तो BC मत कर।,No
आरक्षण ने हिन्दू धर्म में जातिवाद को बढ़ावा दिया है क्या आप सहमत है ?,"जाति नहीं रहेगी तो कैसे पता चलेगा कि upper castes ने दलितों का शोषण किया, जातिवाद जरुरी है।",No
कोई बता रहा था कि केदारनाथ मंदिर के भीतर कैमरा ले जाने पर पाबंदी है। क्या यह बात सही है?,हर बड़े लोगों के लिए कुछ भी पाबंदी नहीं है,No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"रुबिका जी खाली लॉक डॉउन से क्या होगा, न्यूज पर आप टैस्टिंग को लेकर डिबेट क्यों नहीं करती।",No
क्या आप शेर कहते हैं?,"मायूस न हो, गर वफा का, मिले न सिला,
दोस्ती गर है तो फिर कैसे कोई गिला",No
शराबबंदी को लेकर बिहार के मुख्यमंत्री नीतीश कुमार के कड़े रुख को व्यापक समर्थन न मिलना क्या यह बताता है कि एक बड़ी सामाजिक बुराई होने के बावजूद शराब को भारतीय समाज में स्वीकृति मिल चुकी है?,"शराब से गरीबों को ही नुकसान हैं,सक्षम वर्ग को उससे फायदा ही हैं। गरीबों की कोई सुनता नहीं,और सक्षम वर्ग बोलना नहीं चाहता।",No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,"चुपचाप महंगा डीजल, महंगा पेट्रोल, महंगी गैस खरीदते रहो, गलती से भी एक शब्द मुंह से मत निकाल देना, 
वरना मुसलमानों का राज आ जाएगा..",No
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,"बिलकुल सही है, चले तो दोनो चले नही तो एक भी ना चले।",No
"ट्रेन की आपसी बहस में एक सख़्स ने कहा ""देश में शासक नही प्रचारक राज कर रहा है"" क्या हम प्रधान सेवक से शासक और प्रचारक के दौर में आ गये?",ट्रेन में एक लड़की केजरीवाल की बहुत तारीफ कर रही थी।। मैने कहा जा तुझे केजरीवाल जैसा पति मिले।। कसम से पूरे रास्ते जुबान नही खोली उसने।,No
इस बारे में भी सोचें- क्या हम विकलांग के जगह दिव्यांग शब्द का प्रयोग कर सकते हैं?,"सर आपकी जानकारी के लिए बता दूँ, ये शब्द कोई इस्तेमाल करता ही नहीं, हम उन्हें उनके नाम से ही बुलाते हैं।।।",No
